rule_number,lhs,rhs,confidence,lift,leverage,conviction
2264,"['97+=97+_1', '138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 3.00)', '130. PUNTOS DE FIBROMIALGIA=[0.00, 4.00)', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']","['96+=96+_1', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 5.00)']",0.9,1.47,0.11,3.73
2265,"['97+=97+_1', '138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 3.00)', '130. PUNTOS DE FIBROMIALGIA=[0.00, 4.00)']","['96+=96+_1', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 5.00)', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",0.9,1.47,0.11,3.73
2281,"['97+=97+_1', '138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0', '126. NUMERO DE ARTICULACIONES DOLOROSAS=[0.00, 4.36)', '130. PUNTOS DE FIBROMIALGIA=[0.00, 4.00)']","['96+=96+_1', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 5.00)']",0.9,1.47,0.11,3.71
2282,"['97+=97+_1', '138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0', '126. NUMERO DE ARTICULACIONES DOLOROSAS=[0.00, 4.36)', '130. PUNTOS DE FIBROMIALGIA=[0.00, 4.00)', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']","['96+=96+_1', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 5.00)']",0.9,1.47,0.11,3.71
2283,"['97+=97+_1', '138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0', '126. NUMERO DE ARTICULACIONES DOLOROSAS=[0.00, 4.36)', '130. PUNTOS DE FIBROMIALGIA=[0.00, 4.00)']","['96+=96+_1', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 5.00)', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",0.9,1.47,0.11,3.71
2308,"['97+=97+_1', '138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0', '130. PUNTOS DE FIBROMIALGIA=[0.00, 4.00)']","['96+=96+_1', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 5.00)']",0.89,1.46,0.13,3.61
2309,"['97+=97+_1', '138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0', '130. PUNTOS DE FIBROMIALGIA=[0.00, 4.00)', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']","['96+=96+_1', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 5.00)']",0.89,1.46,0.13,3.61
2310,"['97+=97+_1', '138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0', '130. PUNTOS DE FIBROMIALGIA=[0.00, 4.00)']","['96+=96+_1', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 5.00)', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",0.89,1.46,0.13,3.61
2320,"['97+=97+_1', '138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0', '126. NUMERO DE ARTICULACIONES DOLOROSAS=[0.00, 4.36)']","['96+=96+_1', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 5.00)']",0.89,1.46,0.13,3.57
2321,"['97+=97+_1', '138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0', '126. NUMERO DE ARTICULACIONES DOLOROSAS=[0.00, 4.36)', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']","['96+=96+_1', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 5.00)']",0.89,1.46,0.13,3.57
2322,"['97+=97+_1', '138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0', '126. NUMERO DE ARTICULACIONES DOLOROSAS=[0.00, 4.36)']","['96+=96+_1', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 5.00)', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",0.89,1.46,0.13,3.57
2335,"['97+=97+_1', '138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 3.00)']","['96+=96+_1', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 5.00)']",0.89,1.46,0.13,3.53
2336,"['97+=97+_1', '138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 3.00)', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']","['96+=96+_1', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 5.00)']",0.89,1.46,0.13,3.53
2337,"['97+=97+_1', '138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 3.00)']","['96+=96+_1', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 5.00)', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",0.89,1.46,0.13,3.53
2296,"['97+=97+_1', '138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 3.00)', '126. NUMERO DE ARTICULACIONES DOLOROSAS=[0.00, 4.36)']","['96+=96+_1', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 5.00)']",0.89,1.46,0.11,3.65
2297,"['97+=97+_1', '138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 3.00)', '126. NUMERO DE ARTICULACIONES DOLOROSAS=[0.00, 4.36)', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']","['96+=96+_1', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 5.00)']",0.89,1.46,0.11,3.65
2298,"['97+=97+_1', '138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 3.00)', '126. NUMERO DE ARTICULACIONES DOLOROSAS=[0.00, 4.36)']","['96+=96+_1', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 5.00)', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",0.89,1.46,0.11,3.65
3125,"['96+=96+_1', '130. PUNTOS DE FIBROMIALGIA=[0.00, 4.00)', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 5.00)']","['97+=97+_1', '138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0']",0.85,1.47,0.13,2.87
3126,"['96+=96+_1', '130. PUNTOS DE FIBROMIALGIA=[0.00, 4.00)', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 5.00)', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']","['97+=97+_1', '138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0']",0.85,1.47,0.13,2.87
3127,"['96+=96+_1', '130. PUNTOS DE FIBROMIALGIA=[0.00, 4.00)', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 5.00)']","['97+=97+_1', '138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",0.85,1.47,0.13,2.87
3191,"['96+=96+_1', '126. NUMERO DE ARTICULACIONES DOLOROSAS=[0.00, 4.36)', '130. PUNTOS DE FIBROMIALGIA=[0.00, 4.00)', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 5.00)']","['97+=97+_1', '138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0']",0.85,1.47,0.11,2.84
3192,"['96+=96+_1', '126. NUMERO DE ARTICULACIONES DOLOROSAS=[0.00, 4.36)', '130. PUNTOS DE FIBROMIALGIA=[0.00, 4.00)', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 5.00)', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']","['97+=97+_1', '138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0']",0.85,1.47,0.11,2.84
3193,"['96+=96+_1', '126. NUMERO DE ARTICULACIONES DOLOROSAS=[0.00, 4.36)', '130. PUNTOS DE FIBROMIALGIA=[0.00, 4.00)', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 5.00)']","['97+=97+_1', '138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",0.85,1.47,0.11,2.84
3314,"['96+=96+_1', '127. NUMERO DE ARTICULACIONES INFLAMADAS=[0.00, 3.21)', '130. PUNTOS DE FIBROMIALGIA=[0.00, 4.00)', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 5.00)']","['97+=97+_1', '138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0']",0.85,1.46,0.1,2.72
3315,"['96+=96+_1', '127. NUMERO DE ARTICULACIONES INFLAMADAS=[0.00, 3.21)', '130. PUNTOS DE FIBROMIALGIA=[0.00, 4.00)', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 5.00)', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']","['97+=97+_1', '138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0']",0.85,1.46,0.1,2.72
3316,"['96+=96+_1', '127. NUMERO DE ARTICULACIONES INFLAMADAS=[0.00, 3.21)', '130. PUNTOS DE FIBROMIALGIA=[0.00, 4.00)', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 5.00)']","['97+=97+_1', '138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",0.85,1.46,0.1,2.72
3254,"['138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 3.00)', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 5.00)']",['96+=96+_1'],0.85,0.98,-0.01,0.91
3255,"['138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 3.00)', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 5.00)', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",['96+=96+_1'],0.85,0.98,-0.01,0.91
3256,"['138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 3.00)', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 5.00)']","['96+=96+_1', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",0.85,0.98,-0.01,0.91
3308,"['37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 3.00)']",['96+=96+_1'],0.85,0.98,-0.01,0.89
3309,"['37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 3.00)', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",['96+=96+_1'],0.85,0.98,-0.01,0.89
3310,"['37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 3.00)']","['96+=96+_1', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",0.85,0.98,-0.01,0.89
3353,"['138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 3.00)', '126. NUMERO DE ARTICULACIONES DOLOROSAS=[0.00, 4.36)']",['96+=96+_1'],0.84,0.98,-0.01,0.88
3354,"['138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 3.00)', '126. NUMERO DE ARTICULACIONES DOLOROSAS=[0.00, 4.36)', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",['96+=96+_1'],0.84,0.98,-0.01,0.88
3355,"['138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 3.00)', '126. NUMERO DE ARTICULACIONES DOLOROSAS=[0.00, 4.36)']","['96+=96+_1', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",0.84,0.98,-0.01,0.88
3359,"['37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 3.00)', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 5.00)']",['96+=96+_1'],0.84,0.98,-0.01,0.88
3360,"['37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 3.00)', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 5.00)', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",['96+=96+_1'],0.84,0.98,-0.01,0.88
3361,"['37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 3.00)', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 5.00)']","['96+=96+_1', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",0.84,0.98,-0.01,0.88
3362,"['138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 3.00)', '126. NUMERO DE ARTICULACIONES DOLOROSAS=[0.00, 4.36)', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 5.00)']",['96+=96+_1'],0.84,0.98,-0.01,0.88
3363,"['138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 3.00)', '126. NUMERO DE ARTICULACIONES DOLOROSAS=[0.00, 4.36)', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 5.00)', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",['96+=96+_1'],0.84,0.98,-0.01,0.88
3364,"['138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 3.00)', '126. NUMERO DE ARTICULACIONES DOLOROSAS=[0.00, 4.36)', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 5.00)']","['96+=96+_1', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",0.84,0.98,-0.01,0.88
3452,"['37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 3.00)', '126. NUMERO DE ARTICULACIONES DOLOROSAS=[0.00, 4.36)']",['96+=96+_1'],0.84,0.98,-0.01,0.87
3453,"['37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 3.00)', '126. NUMERO DE ARTICULACIONES DOLOROSAS=[0.00, 4.36)', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",['96+=96+_1'],0.84,0.98,-0.01,0.87
3454,"['37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 3.00)', '126. NUMERO DE ARTICULACIONES DOLOROSAS=[0.00, 4.36)']","['96+=96+_1', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",0.84,0.98,-0.01,0.87
3473,"['138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 3.00)', '127. NUMERO DE ARTICULACIONES INFLAMADAS=[0.00, 3.21)']",['96+=96+_1'],0.84,0.97,-0.01,0.86
3474,"['138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 3.00)', '127. NUMERO DE ARTICULACIONES INFLAMADAS=[0.00, 3.21)', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",['96+=96+_1'],0.84,0.97,-0.01,0.86
3475,"['138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 3.00)', '127. NUMERO DE ARTICULACIONES INFLAMADAS=[0.00, 3.21)']","['96+=96+_1', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",0.84,0.97,-0.01,0.86
3476,"['138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 3.00)', '127. NUMERO DE ARTICULACIONES INFLAMADAS=[0.00, 3.21)', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 5.00)']",['96+=96+_1'],0.84,0.97,-0.01,0.86
3477,"['138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 3.00)', '127. NUMERO DE ARTICULACIONES INFLAMADAS=[0.00, 3.21)', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 5.00)', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",['96+=96+_1'],0.84,0.97,-0.01,0.86
